"Time (s)"	"Acceleration x (m/s^2)"	"Acceleration y (m/s^2)"	"Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
3.376991830E-1	-3.110669367E-2	1.100698471E0	9.595218658E0	9.658194751E0
3.388950680E-1	-3.110669367E-2	1.105484009E0	9.614361763E0	9.677758761E0
3.400909010E-1	-3.349951655E-2	1.103091240E0	9.621540070E0	9.684625228E0
3.412867870E-1	-5.503492057E-2	1.100698471E0	9.621540070E0	9.684451418E0
3.424826720E-1	-6.699903309E-2	1.091127157E0	9.633503914E0	9.695331093E0
3.436785050E-1	-6.699903309E-2	1.083948612E0	9.633503914E0	9.694525833E0
3.448743910E-1	-7.657032460E-2	1.086341500E0	9.635896683E0	9.697242172E0
3.460702760E-1	-8.135596663E-2	1.093519926E0	9.643074989E0	9.705220238E0
3.472661620E-1	-6.939185411E-2	1.095912814E0	9.640682220E0	9.703019829E0
3.484619950E-1	-6.221338734E-2	1.098305583E0	9.628718376E0	9.691355077E0
3.496578800E-1	-7.417750359E-2	1.100698471E0	9.616754532E0	9.679824748E0
3.508537660E-1	-9.332008660E-2	1.095912814E0	9.609575272E0	9.672314637E0
3.520495990E-1	-1.076770201E-1	1.091127157E0	9.609575272E0	9.671922752E0
3.532454850E-1	-1.172483116E-1	1.093519926E0	9.602396965E0	9.665172552E0
3.544413700E-1	-1.196411327E-1	1.095912814E0	9.595218658E0	9.658341473E0
3.556372550E-1	-1.316052526E-1	1.095912814E0	9.590433121E0	9.653742916E0
3.568330890E-1	-1.363908947E-1	1.098305583E0	9.592825890E0	9.656458263E0
3.580289740E-1	-1.292124242E-1	1.088734269E0	9.592825890E0	9.655275589E0
3.592248600E-1	-1.363908947E-1	1.081555843E0	9.585647583E0	9.647435157E0
3.604207450E-1	-1.579262912E-1	1.083948612E0	9.580862045E0	9.643277598E0
3.616165780E-1	-1.651047617E-1	1.081555843E0	9.576076508E0	9.638374547E0
3.628124640E-1	-1.627119333E-1	1.064806104E0	9.571290970E0	9.631713142E0
3.640083490E-1	-1.603191197E-1	1.060020447E0	9.576076508E0	9.635900936E0
3.652041830E-1	-1.531406492E-1	1.076770186E0	9.568898201E0	9.630508755E0
3.664000680E-1	-1.555334777E-1	1.088734269E0	9.552147865E0	9.615251521E0
3.675959530E-1	-1.603191197E-1	1.095912814E0	9.540184021E0	9.604261464E0
3.687918390E-1	-1.651047617E-1	1.098305583E0	9.523433685E0	9.587978092E0
3.699876720E-1	-1.627119333E-1	1.100698471E0	9.511469841E0	9.576328672E0
3.711835580E-1	-1.674975902E-1	1.105484009E0	9.497113228E0	9.562704115E0
3.723794430E-1	-1.794617027E-1	1.107876897E0	9.482755661E0	9.548939870E0
3.735752760E-1	-1.938186288E-1	1.110269666E0	9.477970123E0	9.544746306E0
3.747711620E-1	-2.009970993E-1	1.117448211E0	9.466006279E0	9.533853639E0
3.759670470E-1	-1.962114573E-1	1.129412293E0	9.439684868E0	9.509033677E0
3.771629330E-1	-1.962114573E-1	1.141376376E0	9.427721024E0	9.498587404E0
3.783587660E-1	-2.081755698E-1	1.136590719E0	9.420542717E0	9.491143272E0
3.795546510E-1	-2.201396823E-1	1.131805062E0	9.408578873E0	9.478966219E0
3.807505370E-1	-2.177468538E-1	1.134197950E0	9.401400566E0	9.472072175E0
